JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2459481.94,0.534,0.004,,V,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44N/121W|INDEX=BV|DELTA=0.909|K_V=0.13|TV_BV=-0.036|CREFMAG=4.082|PROG=TJC_PEP_20201024|COMMENT=16 BIT OVERFLOWS CORRECTED|,1,1.69,Z,-3.836,-1.933,,ALF ORI,AAVSO,STD,,,,
2459481.981,-2.609,0.007,,MI,CTOA,,HD 47105,HD 152614,WING 8 BAND,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44N/121W|DELTA_XATMOS_BC=1.226|K_MI_EST=0.04|I104_XFORM=0.02|CREFMAG=2.065|PROG=TJC_PEP_20220727|COMMENT=7.75IN APERTURE MASK; 16 BIT OVERFLOWS CORRECTED; 1.04 MICRON MAGNITUDE FROM WING MB AND MI FILTERS; NEW REDUCTION 10/06/2022|,1,1.46,Z,-3.637,-2.173,,ALF ORI,AAVSO,STD,,,,
2459482.003,-2.005,0.004,,MA,CTOA,,HD 47105,HD 152614,WING TIO,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44N/121W|K_MA_EST=0.09|CREFMAG=0.609|PROG=TJC_PEP_20220727|COMMENT=WING TIO PHOTOMETRY; NEW REDUCTION 10/06/2022; TEMPERATURE=3640K; TEMP_ERR=+3/-3; TIO=MA-MB-0.13*(MB-MI)=0.655; CAL=48.93*TIO**2-406.4*TIO+3885K; MB_JD=2459481.9802; MB_MAG=-2.657; MB_ERR=0.006; MB_VINST=-2.940; MB_KINST=-1.580; MB_X=1.46; K_MB_EST=0.06; MB_CREFMAG=0.828; MI_JD=2459481.9807; MI_MAG=-2.633; MI_ERR=0.007; MI_VINST=-3.637; MI_KINST=-2.173; MI_X=1.46; K_MI_EST=0.04; MI_CREFMAG=2.065|,0,1.35,Z,-3.028,-1.525,,ALF ORI,AAVSO,STD,,,,
2459482.59,0.5,,,Vis.,BCAD,B,0.1,0.9,10 star tutorial,,,,Z,,,,Betelgeuse,,STD,,,,
2459482.634,0.515,0.01,,V,VOL,,GAM ORI = HD35468,PHI2 ORI = HD37160,GCPD,,1,1.4,Z,1.64,4.024,,ALF ORI,AAVSO,STD,,,,
2459482.634,0.57,0.013,,V,VOL,,PHI2 ORI = HD37160,GAM ORI = HD35468,GCPD,,1,1.4,Z,4.082,1.698,,ALF ORI,AAVSO,STD,,,,
2459482.636,0.528,0.01,,V,VOL,,GAM ORI = HD35468,PHI2 ORI = HD37160,GCPD,,1,1.39,Z,1.64,4.036,,ALF ORI,AAVSO,STD,,,,
2459482.636,0.575,0.01,,V,VOL,,PHI2 ORI = HD37160,GAM ORI = HD35468,GCPD,,1,1.39,Z,4.082,1.686,,ALF ORI,AAVSO,STD,,,,
2459482.637,0.526,0.006,,V,VOL,,GAM ORI = HD35468,PHI2 ORI = HD37160,GCPD,,1,1.39,Z,1.64,4.059,,ALF ORI,AAVSO,STD,,,,
2459482.637,0.549,0.014,,V,VOL,,PHI2 ORI = HD37160,GAM ORI = HD35468,GCPD,,1,1.39,Z,4.082,1.663,,ALF ORI,AAVSO,STD,,,,
2459482.665,0.2,,,Vis.,VFK,,1,9,SELFM,BL. AUGE,,,Z,,,,ALF ORI,BAV,STD,,,,
2459482.736,0.85,,,Vis.,CCEC,B,16,1,10 Star tutorial,"""Bright moon, clear skies""",,,Z,,,,alf ori,AAVSO,STD,,,,
2459483.241,0.5,,,Vis.,SRX,W,NA,,NA,9,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459483.688,0.5,,,Vis.,LCR,,1,"""09,12""",TYCHO2,,,,Z,,,,Alf Ori,AASABADELL,STD,,,,
2459483.733,0.85,,,Vis.,CCEC,B,16,1,10 Star tutorial,,,,Z,,,,alf ori,AAVSO,STD,,,,
2459484.158,0.5,,,Vis.,SRX,W,NA,,NA,9,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459484.58,0.4,,,Vis.,KTZ,,4,,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2459484.809,0.7,,,Vis.,AAX,BK,4,9,ATLAS,MOON BSC,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2459485.189,0.6,,,Vis.,SSU,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2459486.913,0.4,,,Vis.,DROB,B,0.4,0.8,10 star tutorial,,,,Z,,,,alf Ori,RASC,STD,,,,
2459487.474,0.1,,,Vis.,SSAB,B,1,21,10-STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459487.576,0.47,,,Vis.,BCAD,B,"""0,1""",0.9,10 star tutorial,,,,Z,,,,Betelgeuse,,STD,,,,
2459487.936,2.393,0.007,,B,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44N/121W|INDEX=BV|DELTA=0.907|K_B=0.35|KK_B=-0.057|TB_BV=0.051|CREFMAG=5.039|PROG=TJC_PEP_20201024|COMMENT=16 BIT OVERFLOWS CORRECTED|,1,1.58,Z,-2.995,-0.72,,ALF ORI,AAVSO,STD,,,,
2459487.936,0.529,0.007,,V,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44N/121W|INDEX=BV|DELTA=0.907|K_V=0.20|TV_BV=-0.036|CREFMAG=4.082|PROG=TJC_PEP_20201024|COMMENT=16 BIT OVERFLOWS CORRECTED|,1,1.58,Z,-3.848,-1.96,,ALF ORI,AAVSO,STD,,,,
2459488.569,0.4,,,Vis.,MQA,B,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459488.608,0.549,0.01,,V,VOL,,GAM ORI = HD35468,PHI2 ORI = HD37160,GCPD,,1,1.43,Z,1.64,4.031,,ALF ORI,AAVSO,STD,,,,
2459488.608,0.607,0.02,,V,VOL,,PHI2 ORI = HD37160,GAM ORI = HD35468,GCPD,,1,1.43,Z,4.082,1.691,,ALF ORI,AAVSO,STD,,,,
2459488.609,0.6,,,Vis.,VOL,,4,9,10star tutorial,,,,Z,,,,alp Ori,AAVSO,STD,,,,
2459488.61,0.546,0.009,,V,VOL,,GAM ORI = HD35468,PHI2 ORI = HD37160,GCPD,,1,1.42,Z,1.64,4.033,,ALF ORI,AAVSO,STD,,,,
2459488.61,0.595,0.025,,V,VOL,,PHI2 ORI = HD37160,GAM ORI = HD35468,GCPD,,1,1.42,Z,4.082,1.689,,ALF ORI,AAVSO,STD,,,,
2459488.616,0.7,,,Vis.,DNO,,0,11,atlas,,,,Z,,,,alpha ori,AAVSO,STD,,,,
2459488.629,0.528,0.008,,V,VOL,,GAM ORI = HD35468,PHI2 ORI = HD37160,GCPD,,1,1.37,Z,1.64,4.039,,ALF ORI,AAVSO,STD,,,,
2459488.629,0.58,0.014,,V,VOL,,PHI2 ORI = HD37160,GAM ORI = HD35468,GCPD,,1,1.37,Z,4.082,1.683,,ALF ORI,AAVSO,STD,,,,
2459488.899,0.7,,,Vis.,ORYB,B,4,9,10 Star,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2459489.647,0.7,,,Vis.,DNO,,0,11,atlas,,,,Z,,,,alpha ori,AAVSO,STD,,,,
2459490.163,0.5,,,Vis.,SSU,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2459490.541,0.4,,,Vis.,MQA,B,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459490.601,1,,,Vis.,CSZ,K,9,12,Procyon,n.e,,,Z,,,,Alpha Ori,MCSE,STD,,,,
2459491.258,0.3,,,Vis.,ONOB,,4,,ALPHA CMI,NAKED EYE,,,Z,,,,ALF ORI,VSOLJ,STD,,,,
2459491.62,0.6,,,Vis.,KSZ,K,0,,,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2459491.667,0.37,,,Vis.,SGQ,,bet Ori mv=0.13,alf Tau mv=0.85,Tirion2000.0/Simbad,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,alf Ori,AAVSO,STD,,,,
2459491.9,0.6,,,Vis.,SWV,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459492.541,0.4,,,Vis.,MQA,U,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459492.553,0.523,0.009,,V,VOL,,GAM ORI = HD35468,PHI2 ORI = HD37160,GCPD,,1,1.65,Z,1.64,4.044,,ALF ORI,AAVSO,STD,,,,
2459492.553,0.56,0.016,,V,VOL,,PHI2 ORI = HD37160,GAM ORI = HD35468,GCPD,,1,1.65,Z,4.082,1.678,,ALF ORI,AAVSO,STD,,,,
2459492.555,0.531,0.009,,V,VOL,,GAM ORI = HD35468,PHI2 ORI = HD37160,GCPD,,1,1.64,Z,1.64,4.087,,ALF ORI,AAVSO,STD,,,,
2459492.555,0.527,0.016,,V,VOL,,PHI2 ORI = HD37160,GAM ORI = HD35468,GCPD,,1,1.64,Z,4.082,1.635,,ALF ORI,AAVSO,STD,,,,
2459492.664,0.5,,,Vis.,LCR,,1,"""09,12""",TYCHO2,,,,Z,,,,Alf Ori,AASABADELL,STD,,,,
2459492.931,0.6,,,Vis.,CKB,,2,9,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459493.279,0.5,,,Vis.,SRX,,NA,,NA,04 09,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459493.465,0.4,,,Vis.,MQA,U,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459493.688,0.52,,,Vis.,BCAD,U,0.1,0.9,10 star tutorial,,,,Z,,,,Betelgeuse,,STD,,,,
2459493.9,0.7,,,Vis.,MOW,,4,9,10-STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459494.458,0.5,,,Vis.,NAO,,36,87,AAVSO Alert Notice 6,"""NE, Mashezero""",,,Z,,,,Betelgeuse,AAVSO,STD,,,,
2459494.527,0.4,,,Vis.,MQA,U,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459494.629,0.4,,,Vis.,VFK,,1,9,SELFM,BL. AUGE,,,Z,,,,ALF ORI,BAV,STD,,,,
2459494.646,0.3,,,Vis.,DMIB,K,0.1,1,Tycho2,,,,Z,,,,Betelgeuse,AAVSO,STD,,,,
2459494.849,0.9,,,Vis.,KSP,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459495.125,0.5,,,Vis.,SRX,,NA,,NA,9,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459495.5,0.4,,,Vis.,KTZ,,4,,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2459495.542,0.49,,,Vis.,BCAD,L,0.1,0.9,10 star tutorial,,,,Z,,,,Betelgeuse,,STD,,,,
2459495.618,0.4,,,Vis.,MQA,U,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459496.447,0.4,0.01,,V,SYRA,,ensemble,,VSP,,0,,Z,,,,alf ori,AAVSO,STD,,,,
2459496.479,0.4,,,Vis.,MQA,,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459496.56,0.95,,,Vis.,BNW,,1.1,,S REV.3/1968,,,,Z,,,,ALF ORI,BAV,STD,,,,
2459496.57,0.7,,,Vis.,DMIB,K,0.1,1,Tycho2,,,,Z,,,,Betelgeuse,AAVSO,STD,,,,
2459496.573,0.4,,,Vis.,VFK,,1,9,SELFM,BL. AUGE,,,Z,,,,ALF ORI,BAV,STD,,,,
2459496.576,0.67,,,Vis.,DPV,,0.36,0.87,OSE2001,,,,Z,,,,ALF ORI,VSNET,STD,,,,
2459496.62,0.4,,,Vis.,SBEA,,1,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2459496.64,0.8,,,Vis.,BNW,,0.5,,S REV.3/1968,,,,Z,,,,ALF ORI,BAV,STD,,,,
2459496.66,0.7,,,Vis.,JLZ,K,9,4,10STAR,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2459496.681,0.5,,,Vis.,BCAD,U,0.4,0.9,10 star tutorial,,,,Z,,,,Betelgeuse,,STD,,,,
2459496.948,0.4,,,Vis.,MCOA,U,4,9,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459496.987,2.392,0.003,,B,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44N/121W|INDEX=BV|DELTA=0.878|K_B=0.32|KK_B=-0.057|TB_BV=0.051|CREFMAG=5.039|PROG=TJC_PEP_20201024|COMMENT=16 BIT OVERFLOWS CORRECTED|,1,1.27,Z,-3.053,-0.804,,ALF ORI,AAVSO,STD,,,,
2459496.988,0.558,0.004,,V,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44N/121W|INDEX=BV|DELTA=0.878|K_V=0.17|TV_BV=-0.036|CREFMAG=4.082|PROG=TJC_PEP_20201024|COMMENT=16 BIT OVERFLOWS CORRECTED|,1,1.27,Z,-3.888,-2.005,,ALF ORI,AAVSO,STD,,,,
2459497.576,0.49,,,Vis.,BCAD,B,0.1,0.9,10 star tutorial,,,,Z,,,,Betelgeuse,,STD,,,,
2459497.591,0.5,,,Vis.,LCR,,1,"""09,12""",TYCHO2,,,,Z,,,,Alf Ori,AASABADELL,STD,,,,
2459497.62,0.8,,,Vis.,BNW,,0.3,1.1,S REV.3/1968,,,,Z,,,,ALF ORI,BAV,STD,,,,
2459497.625,0.8,,,Vis.,DNO,,0,11,atlas,,,,Z,,,,alpha ori,AAVSO,STD,,,,
2459497.93,0.5,,,Vis.,MCOA,,4,9,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459498.09,0.4,,,Vis.,SSU,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2459498.562,0.3,,,Vis.,VFK,,1,9,SELFM,BL. AUGE,,,Z,,,,ALF ORI,BAV,STD,,,,
2459498.667,0.5,,,Vis.,BCAD,U,0.1,0.9,10 star tutorial,,,,Z,,,,Betelgeuse,,STD,,,,
2459499.18,0.5,,,Vis.,SRX,,NA,,NA,9,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459499.597,0.4,,,Vis.,MQA,U,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459499.669,0.5,,,Vis.,VFK,K,1,9,SELFM,BL. AUGE,,,Z,,,,ALF ORI,BAV,STD,,,,
2459499.846,0.3,,,Vis.,CFL,,1,4,10 STAR TUTORIAL,NAKED EYE,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459500.479,0.4,,,Vis.,MQA,U,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459500.535,0.5,,,Vis.,BCAD,B,0.1,0.9,10 star tutorial,,,,Z,,,,Betelgeuse,,STD,,,,
2459501.458,0.53,0.012,,V,VOL,,GAM ORI = HD35468,PHI2 ORI = HD37160,GCPD,,1,2.66,Z,1.64,4.036,,ALF ORI,AAVSO,STD,,,,
2459501.458,0.577,0.013,,V,VOL,,PHI2 ORI = HD37160,GAM ORI = HD35468,GCPD,,1,2.66,Z,4.082,1.686,,ALF ORI,AAVSO,STD,,,,
2459501.46,0.516,0.004,,V,VOL,,GAM ORI = HD35468,PHI2 ORI = HD37160,GCPD,,1,2.61,Z,1.64,3.981,,ALF ORI,AAVSO,STD,,,,
2459501.46,0.594,0.03,,V,VOL,,PHI2 ORI = HD37160,GAM ORI = HD35468,GCPD,,1,2.61,Z,4.082,1.759,,ALF ORI,AAVSO,STD,,,,
2459501.493,0.51,,,Vis.,BCAD,U,0.1,0.9,10 star tutorial,,,,Z,,,,Betelgeuse,,STD,,,,
2459501.64,0.7,,,Vis.,KSZ,K,0,,,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2459501.676,0.509,0.006,,V,VOL,,GAM ORI = HD35468,PHI2 ORI = HD37160,GCPD,,1,1.35,Z,1.64,4.099,,ALF ORI,AAVSO,STD,,,,
2459501.7,0.3,,,Vis.,SPAO,,3,,2008,,,,Z,,,,ALF Ori,UAI,STD,,,,
2459502.183,0.55,,,Vis.,SRX,,4,9,n/a,,,,Z,,,,Alf Ori,AAVSO,STD,,,,
2459502.183,0.6,,,Vis.,SRX,W,NA,,NA,04 09,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459502.535,0.5,,,Vis.,LCR,,1,"""09,12""",TYCHO2,,,,Z,,,,Alf Ori,AASABADELL,STD,,,,
2459502.641,0.77,,,Vis.,DMIB,K,1,0.1,Tycho2,,,,Z,,,,Betelgeuse,AAVSO,STD,,,,
2459502.691,0.54,,,Vis.,BCAD,U,0.4,0.9,10 star tutorial,,,,Z,,,,Betelgeuse,,STD,,,,
2459502.947,0.5,,,Vis.,SNE,,4,9,10-star,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2459503.069,0.4,,,Vis.,SSU,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2459503.479,0.4,,,Vis.,MQA,,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459503.576,0.5,,,Vis.,BCAD,U,0.1,0.9,10 star tutorial,,,,Z,,,,Betelgeuse,,STD,,,,
2459503.988,2.408,0.009,,B,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44N/121W|INDEX=BV|DELTA=0.894|K_B=0.39|KK_B=-0.057|TB_BV=0.051|CREFMAG=5.039|PROG=TJC_PEP_20201024|COMMENT=16 BIT OVERFLOWS CORRECTED|,1,1.24,Z,-2.998,-0.756,,ALF ORI,AAVSO,STD,,,,
2459503.989,0.557,0.009,,V,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44N/121W|INDEX=BV|DELTA=0.894|K_V=0.23|TV_BV=-0.036|CREFMAG=4.082|PROG=TJC_PEP_20201024|COMMENT=16 BIT OVERFLOWS CORRECTED|,1,1.24,Z,-3.838,-1.975,,ALF ORI,AAVSO,STD,,,,
2459504.513,0.9,,,Vis.,CSZ,,0.9,1.6,K,n.e,,,Z,,,,Alpha Ori,MCSE,STD,,,,
2459504.542,0.53,,,Vis.,BCAD,U,0.1,0.9,10 star tutorial,,,,Z,,,,Betelgeuse,,STD,,,,
2459504.583,0.4,,,Vis.,MQA,U,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459504.652,0.543,0.005,,V,VOL,,GAM ORI = HD35468,PHI2 ORI = HD37160,GCPD,,1,1.33,Z,1.64,4.076,,ALF ORI,AAVSO,STD,,,,
2459504.652,0.572,0.013,,V,VOL,,PHI2 ORI = HD37160,GAM ORI = HD35468,GCPD,,1,1.33,Z,4.082,1.678,,ALF ORI,AAVSO,STD,,,,
2459504.653,0.7,,,Vis.,VOL,,4,9,10star tutorial,,,,Z,,,,alp Ori,AAVSO,STD,,,,
2459504.654,0.55,0.005,,V,VOL,,GAM ORI = HD35468,PHI2 ORI = HD37160,GCPD,,1,1.33,Z,1.64,4.046,,ALF ORI,AAVSO,STD,,,,
2459504.654,0.588,0.012,,V,VOL,,PHI2 ORI = HD37160,GAM ORI = HD35468,GCPD,,1,1.33,Z,4.082,1.673,,ALF ORI,AAVSO,STD,,,,
2459504.9,0.7,,,Vis.,MOW,,4,9,10-STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459505.213,0.55,,,Vis.,SRX,,9,,n/a,,,,Z,,,,Alf Ori,AAVSO,STD,,,,
2459505.213,0.6,,,Vis.,SRX,W,NA,,NA,9,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459505.541,0.4,,,Vis.,MQA,U,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459505.703,0.48,,,Vis.,SGQ,B,alf Tau mv=0.85,alf CMi mv=0.37,Tirion2000.0/Simbad,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,alf Ori,AAVSO,STD,,,,
2459505.934,0.6,,,Vis.,CKB,,2,9,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459506.548,0.4,,,Vis.,MQA,B,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459506.678,0.5,,,Vis.,LCR,,1,"""09,12""",TYCHO2,,,,Z,,,,Alf Ori,AASABADELL,STD,,,,
2459507.625,0.4,,,Vis.,MQA,B,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459507.656,0.36,,,Vis.,SGQ,,bet Ori mv=0.13,alf Tau mv=0.85,Tirion2000.0/Simbad,"""Roma, via della Giuliana, naked eye with airmass correction.""",,,Z,,,,alf Ori,AAVSO,STD,,,,
2459507.68,0.6,,,Vis.,KSZ,K,0,,,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2459507.691,0.5,,,Vis.,BCAD,BU,0.4,0.9,10 star tutorial,,,,Z,,,,Betelgeuse,,STD,,,,
2459508.615,0.6,,,Vis.,LLY,,,,375.01,Full moon; NE,,,Z,,,,ALPHA ORI,AAVSO,STD,,,,BAAVSS
2459508.823,0.5,,,Vis.,CFL,B,4,9,10 STAR TUTORIAL,NAKED EYE-MOON,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459509.1,0.38,,,Vis.,ERW,B,0.18 beta Ori,0.85 alpha Tau,Skymap,Naked eye.  Air mass corrected. Two estimates averaged +/- 0.01! alpha CMi used also.,,,Z,,,,alpha Ori,RASNZ-VSS,STD,,,,
2459509.204,0.5,,,Vis.,ONOB,,4,,ALPHA CMI,NAKED EYE,,,Z,,,,ALF ORI,VSOLJ,STD,,,,
2459509.316,0.5,,,Vis.,SRX,W,NA,,NA,04 09,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459509.535,0.49,,,Vis.,BCAD,B,0.1,0.9,10 star tutorial,Bright moon near Aldebaran,,,Z,,,,Betelgeuse,,STD,,,,
2459509.59,0.4,,,Vis.,MQA,B,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459509.694,0.53,,,Vis.,BCAD,B,0.4,0.9,10 star tutorial,Bright moon near Aldebaran,,,Z,,,,Betelgeuse,,STD,,,,
2459510.948,0.556,0.005,,V,FBA,B,SAO 112958,SAO 113186,PEP,"|SCOPE=C-9.25|SENSOR=SSP3|LOC=35N/98W|INDEX=BV|TV_BV=-0.041|K_V_EST=0.25|DELTA_EST=0.903|CREFMAG=4.082|PROG=PEP_BVI_v2.9.xls|								 ",1,1.149,Z,4.082,5.958,2459510.951,ALF ORI,AAVSO,STD,,,,
2459511.059,0.3,,,Vis.,SSU,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2459511.6,0.75,,,Vis.,BNW,,0.5,,S REV.3/1968,,,,Z,,,,ALF ORI,BAV,STD,,,,
2459511.631,0.4,,,Vis.,MQA,BU,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459511.635,0.4,,,Vis.,VFK,K,1,9,SELFM,BL. AUGE,,,Z,,,,ALF ORI,BAV,STD,,,,
2459512.174,0.4,,,Vis.,ONOB,,4,,ALPHA CMI,NAKED EYE,,,Z,,,,ALF ORI,VSOLJ,STD,,,,
2459512.663,0.4,,,Vis.,VFK,K,1,9,SELFM,BL. AUGE,,,Z,,,,ALF ORI,BAV,STD,,,,
2459512.677,0.53,,,Vis.,BCAD,B,0.4,0.9,10 star tutorial,Bright moon near Betelgeuse and Aldebaran,,,Z,,,,Betelgeuse,,STD,,,,
2459513.288,0.7,,,Vis.,BJFA,,4,9,10 star tutorial,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2459513.479,0.4,,,Vis.,MQA,B,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459513.567,0.4,,,Vis.,VFK,,1,9,SELFM,BL. AUGE,,,Z,,,,ALF ORI,BAV,STD,,,,
2459513.6,0.3,,,Vis.,SPAO,B,3,9,2008,Moon,,,Z,,,,ALF Ori,UAI,STD,,,,
2459514.194,0.5,,,Vis.,ONOB,,4,,ALPHA CMI,NAKED EYE,,,Z,,,,ALF ORI,VSOLJ,STD,,,,
2459514.207,0.5,,,Vis.,SRX,W,NA,,NA,04 09,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459514.528,0.48,,,Vis.,BCAD,B,0.1,0.9,10 star tutorial,"""Betelgeuse compared to Capella, Rigel and Aldebaran""",,,Z,,,,Betelgeuse,,STD,,,,
2459514.597,0.5,,,Vis.,MQA,B,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459514.656,0.5,,,Vis.,VFK,,1,9,SELFM,BL. AUGE,,,Z,,,,ALF ORI,BAV,STD,,,,
2459514.659,0.5,,,Vis.,SGQ,,bet Ori mv=0.13,alf Tau mv=0.85,Tirion2000.0/Simbad,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,alf Ori,AAVSO,STD,,,,
2459515.53,0.7,,,Vis.,BNW,,1.1,,S REV.3/1968,,,,Z,,,,ALF ORI,BAV,STD,,,,
2459515.549,0.48,,,Vis.,BCAD,U,0.1,0.9,10 star tutorial,"""Betelgeuse compared to Capella, Rigel and Aldebaran""",,,Z,,,,Betelgeuse,,STD,,,,
2459515.593,0.56,0.006,,V,VOL,,GAM ORI = HD35468,PHI2 ORI = HD37160,GCPD,,1,1.32,Z,1.64,4.019,,ALF ORI,AAVSO,STD,,,,
2459515.593,0.626,0.011,,V,VOL,,PHI2 ORI = HD37160,GAM ORI = HD35468,GCPD,,1,1.32,Z,4.082,1.703,,ALF ORI,AAVSO,STD,,,,
2459515.595,0.572,0.007,,V,VOL,,GAM ORI = HD35468,PHI2 ORI = HD37160,GCPD,,1,1.32,Z,1.64,4.104,,ALF ORI,AAVSO,STD,,,,
2459515.595,0.565,0.014,,V,VOL,,PHI2 ORI = HD37160,GAM ORI = HD35468,GCPD,,1,1.32,Z,4.082,1.626,,ALF ORI,AAVSO,STD,,,,
2459515.597,0.538,0.009,,V,VOL,,GAM ORI = HD35468,PHI2 ORI = HD37160,GCPD,,1,1.32,Z,1.64,4.071,,ALF ORI,AAVSO,STD,,,,
2459515.597,0.553,0.013,,V,VOL,,PHI2 ORI = HD37160,GAM ORI = HD35468,GCPD,,1,1.32,Z,4.082,1.656,,ALF ORI,AAVSO,STD,,,,
2459515.599,0.563,0.007,,V,VOL,,GAM ORI = HD35468,PHI2 ORI = HD37160,GCPD,,1,1.32,Z,1.64,4.035,,ALF ORI,AAVSO,STD,,,,
2459515.599,0.605,0.018,,V,VOL,,PHI2 ORI = HD37160,GAM ORI = HD35468,GCPD,,1,1.32,Z,4.082,1.682,,ALF ORI,AAVSO,STD,,,,
2459515.61,0.8,,,Vis.,DNO,,0,11,atlas,,,,Z,,,,alpha ori,AAVSO,STD,,,,
2459515.611,0.5,,,Vis.,MQA,BU,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459515.691,0.8,,,Vis.,FMC,,NA,,NA,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2459515.7,0.3,,,Vis.,SPAO,B,3,9,2008,Moon,,,Z,,,,ALF Ori,UAI,STD,,,,
2459515.705,0.4,,,Vis.,VFK,K,1,9,SELFM,BL. AUGE,,,Z,,,,ALF ORI,BAV,STD,,,,
